ENTREZID,SYMBOL,GENENAME,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF
17681,Msc,musculin,-2.38446988125685,-3.40192515021403,-2.95375078292954,-3.27731495136358,-3.15672864582978,-3.85820380705022,0.992473445017207,0.586951335275252,0.708182415784611,-0.298749193187951,-3.1242431591582,-2.40068653487325
381337,Fam178b,family with sequence similarity 178, member B,-0.985920504766574,-2.0234135269603,-0.631822688042178,-0.55484892689249,-0.269203375088194,-0.688278805607908,0.347804698171783,0.586951335275252,2.03405769518864,1.0662476235913,-1.53928065843704,-2.40068653487325
98388,Chst10,carbohydrate sulfotransferase 10,-0.229191655778938,-1.47592573165781,0.838807137199983,0.283400003110897,0.543711072311311,1.35124955857873,-1.04705491916943,-0.603379876828897,0.133067701019802,-0.485162317418833,-3.1242431591582,-3.13765212903946
110895,Slc9a4,solute carrier family 9 (sodium/hydrogen exchanger), member 4,-5.84390149989415,-2.91649832304379,-0.806909394600269,-0.55484892689249,0.136053103398064,-0.0169015530692787,-0.757548301974446,-1.13389459352768,3.91710154884279,5.20856494907428,7.89372513103589,8.08976325900628
226999,Slc9a2,solute carrier family 9 (sodium/hydrogen exchanger), member 2,-0.558499281031898,-1.33153582232263,-1.6736428637368,-2.79188812419334,-1.77821702257605,-1.74272658963028,0.30658203544527,0.711130746495982,1.20485838408781,1.96973964273795,4.96851398176165,5.01040069192535
14200,Fhl2,four and a half LIM domains 2,4.98344120433997,5.33751794755842,6.05547800280043,6.1325002444569,5.76034501704844,5.70467458590096,3.61379934695719,3.98004045908385,2.96544108311425,3.36076026089826,0.148775335248219,0.703650124941481
67080,1700019D03Rik,RIKEN cDNA 1700019D03 gene,0.842599027289072,2.17701356287936,3.73674613196397,3.729431881077,3.74293038054766,3.63097515498113,-1.71447958008256,-2.42935047705385,-2.02221052445811,-1.64270359440531,2.63952249435172,2.24316965490147
329152,Hecw2,HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2,1.65594438718906,1.55227116017285,2.84252063999905,2.70909598388846,3.5071851962862,3.430277804744,-0.516540202470651,-1.24492590591642,-2.02221052445811,-2.17321831110409,1.94900582287244,1.61723537312401
74013,Rftn2,raftlin family member 2,3.09567771442055,3.34492503288402,1.55177725029721,2.18865951314049,1.90504755175691,3.10758047761187,3.85805347109708,3.33280502557366,0.0102109532342686,-0.485162317418833,3.06558139972182,2.99848455894657
227120,Plcl1,phospholipase C-like 1,4.29180778621025,5.30612410148819,5.37652589324828,5.31139968421868,5.36133432982274,5.54196406569552,1.43646231799218,1.18803350135969,2.11081489417267,3.67087715776853,6.06969281612902,5.98733075047188
71724,Aox3,aldehyde oxidase 3,-3.03654657783654,-3.40192515021403,-3.43917761009978,-2.13981142761365,-2.67130181865954,-2.63581138571377,-2.3425108026956,-0.531230091073062,-0.196239924233158,1.03189611880052,3.17953758901891,3.44229229691507
70375,Ica1l,islet cell autoantigen 1-like,0.459879248282957,0.00406720946180828,-0.40355370036906,-0.741262051123372,-0.43426262135869,-0.398772188412923,-2.10150270319181,-2.42935047705385,-3.89667964237425,-5.34314331254641,-0.802315064270835,-0.815724034152098
21961,Tns1,tensin 1,7.8202124062489,7.72722904892284,9.72839734188839,10.1473499995499,10.6429374812075,10.5491303536343,3.07764082827988,3.94252514811091,3.4101415601229,3.37453311051999,5.95701834292383,5.89485283553358
210293,Dock10,dedicator of cytokinesis 10,1.6717983383899,2.35829579625248,0.925394822196074,0.810147889886758,0.825124007459959,0.74665825110864,-0.247353569655262,-0.396928999361471,2.08060028112567,1.22671229578454,-1.24977404124206,-3.13765212903946
16367,Irs1,insulin receptor substrate 1,5.65743811816725,5.17020660117263,4.66411019831224,4.7659858030006,5.45724494155044,5.81245244206822,5.24040095846079,5.24243180939513,3.03011051067197,3.29710162367594,5.86159877784514,6.38917310604039
